v1,v2,,,
valid,Ok. I.ll do you right later.,,,
valid,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8,,,
valid,Have your lunch and come quickly and open the door:),,,
spam,Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net,,,
valid,I am back. Bit long cos of accident on a30. Had to divert via wadebridge.I had a brilliant weekend thanks. Speak soon. Lots of love,,,
valid,"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",,,
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,,,
valid,i am seeking a lady in the street and a freak in the sheets. Is that you?,,,
valid,My phone,,,
valid,"Haha figures, well I found the piece and priscilla's bowl",,,
valid,"Actually fuck that, just do whatever, do find an excuse to be in tampa at some point before january though",,,
spam,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,,,
valid,yay! finally lol. i missed our cinema trip last week :-(,,,
valid,All day working day:)except saturday and sunday..,,,
valid,aathi..where are you dear..,,,
valid,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
valid,"I think I‰Û÷m waiting for the same bus! Inform me when you get there, if you ever get there.",,,
valid,You getting back any time soon?,,,
valid,", how's things? Just a quick question.",,,
valid,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",,,
valid,"I can probably come by, everybody's done around  &lt;#&gt;  right?",,,
valid,I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  &lt;#&gt; day return period ended.,,,
valid,I can ask around but there's not a lot in terms of mids up here,,,
valid,Be sure to check your yahoo email. We sent photos yesterday,,,
valid,What was she looking for?,,,
valid,Wherre's my boytoy ? :-(,,,
spam,Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,,,
valid,"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",,,
valid,Tell my  bad character which u Dnt lik in me. I'll try to change in  &lt;#&gt; . I ll add tat 2 my new year resolution. Waiting for ur reply.Be frank...good morning.,,,
valid,No:-)i got rumour that you going to buy apartment in chennai:-),,,
valid,"Yeah, probably earlier than that",,,
valid,Change windows logoff sound..,,,
valid,Still i have not checked it da. . .,,,
valid,I'm also came to room.,,,
valid,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...  ,,,
valid,Ok.,,,
valid,I will reach office around  &lt;DECIMAL&gt; . &amp; my mobile have problem. You cann't get my voice. So call you asa i'll free,,,
valid,"Cool, text me when you head out",,,
spam,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000878. PoBox45W2TG150P",,,
spam,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text",,,
valid,Happy birthday... May u find ur prince charming soon n dun work too hard...,,,
valid,"Oh, the grand is having a bit of a party but it doesn't mention any cover charge so it's probably first come first served",,,
valid,You said to me before i went back to bed that you can't sleep for anything.,,,
valid,I hope you arnt pissed off but id would really like to see you tomorrow. Love me xxxxxxxxxxxxxX,,,
spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..,,,
valid,says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,,,
valid,I will come to ur home now,,,
valid,Free any day but i finish at 6 on mon n thurs...,,,
valid,Will you be here for food,,,
valid,"life alle mone,eppolum oru pole allalo",,,
valid,Nite...,,,
valid,Two fundamentals of cool life: \Walk," like you are the KING\""...! OR \""Walk like you Dont care","whoever is the KING\""!... Gud nyt""",
valid,"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! ",,,
valid,Hi Petey!noiåÕm ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,,,
valid,I just saw ron burgundy captaining a party boat so yeah,,,
valid,I'm serious. You are in the money base,,,
valid,Already one guy loving you:-.,,,
valid,Staff of placement training in Amrita college.,,,
valid,I always chat with you. In fact i need money can you raise me?,,,
valid,I'm job profile seems like bpo..,,,
valid,"Well, I was about to give up cos they all said no they didn‰Û÷t do one nighters. I persevered and found one but it is very cheap so i apologise in advance. It is just somewhere to sleep isnt it?",,,
valid,"So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc.",,,
valid,Are you willing to go for apps class.,,,
valid,Hanging out with my brother and his family,,,
valid,No it will reach by 9 only. She telling she will be there. I dont know,,,
valid,Hey... are you going to quit soon? Xuhui and i working till end of the month ,,,
valid,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx",,,
valid,Try neva mate!!,,,
valid,Yeah that'd pretty much be the best case scenario,,,
valid,I not free today i haf 2 pick my parents up tonite...,,,
valid,\HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON," CALL 2MWEN IM BK FRMCLOUD 9! J X\"""""
valid,Should i send you naughty pix? :),,,
spam,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BvalidB64XE",,,
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!",,,
valid,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?",,,
valid,Prepare to be pounded every night...,,,
valid,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later.",,,
valid,"Sorry, I'll call later",,,
valid,Good evening! How are you?,,,
valid,I'm at home. Please call,,,
valid,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...,,,
valid,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*",,,
valid,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.,,,
valid,What happen dear. Why you silent. I am tensed,,,
valid,"I'll get there at 3, unless you guys want me to come some time sooner",,,
valid,If you are not coughing then its nothing,,,
valid,ÌÏ come lt 25 n pass to me lar,,,
valid,I'm e person who's doing e sms survey...,,,
valid,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow,,,
valid,Thank You meet you monday,,,
valid,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!,,,
spam,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel",,,
valid,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"," don't miss ur best life for anything... Gud nyt...""",,
valid,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like",,,
valid,"Dad wanted to talk about the apartment so I got a late start, omw now",,,
valid,I love you both too :-),,,
valid,Lol u still feeling sick?,,,
valid,Din i tell u jus now 420,,,
valid,am up to my eyes in philosophy,,,
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more,,,
valid,Ok lor. I'm in town now lei.,,,
valid,I had it already..sabarish asked me to go..,,,
valid,No da. . Vijay going to talk in jaya tv,,,
spam,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm,,,
valid,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!,,,
spam,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX,,,
valid,Still chance there. If you search hard you will get it..let have a try :),,,
spam,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.",,,
valid,Do you always celebrate NY's with your family ?,,,
valid,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-",,,
valid,Its ok..come to my home it vl nice to meet and v can chat..,,,
spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,,,
valid,Sent me de webadres for geting salary slip,,,
valid,She's fine. Sends her greetings,,,
spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,,,
valid,But you dint in touch with me.,,,
valid,"Yup, leaving right now, be back soon",,,
spam,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,,,
valid,Yeah sure I'll leave in a min,,,
valid,And do you have any one that can teach me how to ship cars.,,,
valid,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",,,
valid,Yeah confirmed for you staying at  that weekend,,,
valid,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  ,,,
valid,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",,,
valid,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",,,
valid,Ard 4 lor...,,,
valid,You are right. Meanwhile how's project twins comin up,,,
valid,I sent your maga that money yesterday oh.,,,
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,,,
valid,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,,,
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,,,
valid,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,,,
valid,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,,,
valid,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,,,
valid,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,
valid,How much would it cost to hire a hitman,,,
valid,I anything lor...,,,
valid,"Sorry, I'll call later",,,
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,,,
valid,Huh but i cant go 2 ur house empty handed right?,,,
valid,Good morning princess! Happy New Year!,,,
spam,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,,,
